2020-12-12 20:00:34,434 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-12-12 20:00:34,934 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-12-12 20:00:34,940 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2020-12-12 20:00:34,942 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2020-12-12 20:00:35,046 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2020-12-12 20:00:35,047 INFO  SwAddin.cs: 197 - Setting up callbacks
2020-12-12 20:00:35,049 INFO  SwAddin.cs: 201 - Setting up command manager
2020-12-12 20:00:35,051 INFO  SwAddin.cs: 204 - Adding command manager
2020-12-12 20:00:35,060 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2020-12-12 20:00:35,061 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2020-12-12 20:00:35,062 INFO  SwAddin.cs: 210 - Adding event handlers
2020-12-12 20:00:35,759 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2020-12-12 20:38:22,998 INFO  SwAddin.cs: 294 - Assembly export called for file hexa_wexa
2020-12-12 20:38:31,598 INFO  SwAddin.cs: 313 - Saving assembly
2020-12-12 20:38:32,225 INFO  SwAddin.cs: 316 - Opening property manager
2020-12-12 20:38:32,714 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hexa_wexa
2020-12-12 20:38:32,789 INFO  ExportHelperExtension.cs: 1136 - Found 38 in hexa_wexa
2020-12-12 20:38:32,791 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in hexa_wexa
2020-12-12 20:38:32,792 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2020-12-12 20:38:32,826 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2020-12-12 20:38:32,831 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from bess_up-1
2020-12-12 20:38:32,833 INFO  ExportHelperExtension.cs: 1136 - Found 25 in bess_up-1
2020-12-12 20:38:32,834 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in bess_up-1
2020-12-12 20:38:32,836 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg_less-3
2020-12-12 20:38:32,837 INFO  ExportHelperExtension.cs: 1136 - Found 42 in leg_less-3
